feature,importance,cohort,model
roprdsc1,9.78962859679524e-4,Combined,XGBoost
hxturner,8.99804160496405e-4,Combined,XGBoost
slvad,8.818944847922256e-4,Combined,XGBoost
donspac,8.639092523790297e-4,Combined,XGBoost
lsdopa,8.195427337299093e-4,Combined,XGBoost
txnorepi,7.867376990368278e-4,Combined,XGBoost
hxtrans,7.78682179649907e-4,Combined,XGBoost
lsnox,7.63110858334606e-4,Combined,XGBoost
hxprenat,7.393491140824166e-4,Combined,XGBoost
dhiv,7.289096593313007e-4,Combined,XGBoost
dhxinsul,7.084054160485132e-4,Combined,XGBoost
hxdigorg,7.08121164746469e-4,Combined,XGBoost
chd_ma,7.021555737752313e-4,Combined,XGBoost
txbun_r_high,6.480916369870593e-4,Combined,XGBoost
txalt_high,5.945204991001284e-4,Combined,XGBoost
hxneuro,5.457401358255586e-4,Combined,XGBoost
chd_mr,5.378626950044122e-4,Combined,XGBoost
lschool,4.74737623651869e-4,Combined,XGBoost
txvldl_r,4.554802630412997e-4,Combined,XGBoost
pcage,4.473167398800166e-4,Combined,XGBoost
ttmaxvo2,3.9146105476602305e-4,Combined,XGBoost
txfontp,3.39050443198471e-4,Combined,XGBoost
chd_dolv,3.31150183527349e-4,Combined,XGBoost
txno2,1.5457023547835584e-4,Combined,XGBoost
hxsyn,9.496570958559588e-5,Combined,XGBoost
chd_alcapa,8.084523769332824e-5,Combined,XGBoost
slecmo,7.377571571305035e-5,Combined,XGBoost
