iter	Passed	Remaining
1531	53291	16279
1532	53329	16245
1533	53360	16209
1534	53403	16177
1535	53434	16141
1536	53471	16107
1537	53502	16071
1538	53539	16037
1539	53574	16002
1540	53607	15967
1541	53637	15931
1542	53673	15896
1543	53704	15860
1544	53735	15825
1545	53768	15789
1546	53803	15755
1547	53838	15720
1548	53869	15684
1549	53902	15649
1550	53937	15614
1551	53970	15578
1552	54005	15544
1553	54035	15508
1554	54076	15475
1555	54106	15439
1556	54142	15404
1557	54173	15368
1558	54205	15333
1559	54237	15297
1560	54283	15266
1561	54314	15230
1562	54346	15194
1563	54384	15160
1564	54417	15125
1565	54448	15089
1566	54479	15054
1567	54515	15019
1568	54546	14983
1569	54579	14948
1570	54616	14914
1571	54647	14878
1572	54683	14844
1573	54716	14808
1574	54751	14774
1575	54781	14738
1576	54819	14704
1577	54850	14668
1578	54882	14633
1579	54913	14597
1580	54946	14561
1581	54980	14526
1582	55013	14491
1583	55050	14457
1584	55098	14426
1585	55131	14391
1586	55164	14355
1587	55197	14320
1588	55228	14284
1589	55262	14250
1590	55292	14214
1591	55328	14179
1592	55361	14144
1593	55395	14109
1594	55426	14073
1595	55457	14038
1596	55493	14003
1597	55524	13968
1598	55558	13933
1599	55589	13897
1600	55624	13862
1601	55663	13828
1602	55697	13794
1603	55731	13759
1604	55765	13724
1605	55798	13689
1606	55831	13653
1607	55870	13620
1608	55903	13584
1609	55940	13550
1610	55973	13515
1611	56006	13480
1612	56037	13444
1613	56069	13409
1614	56100	13373
1615	56131	13338
1616	56166	13303
1617	56200	13268
1618	56233	13233
1619	56268	13198
1620	56303	13164
1621	56341	13130
1622	56375	13095
1623	56410	13060
1624	56443	13025
1625	56485	12992
1626	56519	12957
1627	56559	12923
1628	56592	12888
1629	56627	12854
1630	56660	12818
1631	56691	12783
1632	56727	12748
1633	56758	12713
1634	56789	12677
1635	56822	12642
1636	56853	12607
1637	56883	12571
1638	56917	12536
1639	56951	12501
1640	56987	12467
1641	57018	12431
1642	57049	12396
1643	57082	12360
1644	57114	12325
1645	57148	12290
1646	57180	12255
1647	57216	12220
1648	57247	12185
1649	57280	12150
1650	57311	12114
1651	57342	12079
1652	57374	12044
1653	57412	12010
1654	57448	11975
1655	57485	11941
1656	57516	11906
1657	57547	11870
1658	57582	11835
1659	57614	11800
1660	57650	11766
